City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Dikson,RU,73.5069,80.5464,-17.86,90,92,5.12,overcast clouds
1,Sitka,US,57.0531,-135.33,37.4,93,90,7.52,light rain
2,Albany,US,42.6001,-73.9662,23.0,43,0,10.0,clear sky
3,Barrow,US,71.2906,-156.7887,6.8,78,90,23.02,snow
4,Batagay-Alyta,RU,67.8006,130.4114,-39.06,75,91,0.89,overcast clouds
5,Anshun,CN,26.25,105.9333,49.66,94,96,14.38,overcast clouds
6,Talnakh,RU,69.4865,88.3972,-35.59,65,57,0.47,broken clouds
7,Gondanglegi,ID,-7.7479,112.0132,75.51,84,100,0.98,overcast clouds
8,Te Kauwhata,NZ,-37.4,175.15,66.0,91,100,11.01,overcast clouds
9,Atuona,PF,-9.8,-139.0333,78.12,79,2,18.39,clear sky
10,Buritis,BR,-15.6178,-46.4233,82.76,57,74,5.57,broken clouds
11,Hermanus,ZA,-34.4187,19.2345,62.01,95,100,3.0,overcast clouds
12,North Bend,US,43.4065,-124.2243,46.4,71,1,3.44,clear sky
13,Ushuaia,AR,-54.8,-68.3,60.8,41,75,10.58,light rain
14,Lashma,RU,54.9321,41.1438,33.84,97,100,7.0,overcast clouds
15,Filingue,NE,14.3521,3.3168,74.68,17,0,8.93,clear sky
16,Homer,US,59.6425,-151.5483,37.4,93,90,4.61,moderate rain
17,Bredasdorp,ZA,-34.5322,20.0403,64.4,88,100,17.27,overcast clouds
18,Asfi,MA,32.2994,-9.2372,58.12,77,24,12.59,few clouds
19,Pevek,RU,69.7008,170.3133,-11.27,90,100,9.1,overcast clouds
20,Hobart,AU,-42.8794,147.3294,57.0,94,40,4.61,scattered clouds
21,Saint-Philippe,RE,-21.3585,55.7679,80.6,74,0,5.75,clear sky
22,Saskylakh,RU,71.9167,114.0833,-33.63,81,66,5.57,broken clouds
23,East London,ZA,-33.0153,27.9116,75.87,77,63,23.4,broken clouds
24,Rikitea,PF,-23.1203,-134.9692,78.73,67,0,10.45,clear sky
25,Mataura,NZ,-46.1927,168.8643,54.0,86,100,7.0,overcast clouds
26,Goderich,CA,43.7501,-81.7165,21.2,93,100,11.5,snow
27,Ekhabi,RU,53.5102,142.9671,-11.15,85,100,3.42,overcast clouds
28,Tulsipur,NP,28.131,82.2973,52.0,70,0,4.76,clear sky
29,Qaanaaq,GL,77.484,-69.3632,17.85,79,100,3.67,overcast clouds
30,Kruisfontein,ZA,-34.0033,24.7314,71.01,77,100,7.0,overcast clouds
31,Salinas,US,36.6777,-121.6555,55.4,58,75,8.05,broken clouds
32,Rio Grande,BR,-32.035,-52.0986,84.2,65,40,11.5,scattered clouds
33,Bluff,NZ,-46.6,168.3333,54.0,86,91,7.0,light rain
34,Bambous Virieux,MU,-20.3428,57.7575,79.0,83,40,5.75,scattered clouds
35,Sangar,RU,63.9242,127.4739,-54.71,67,90,5.3,overcast clouds
36,Butaritari,KI,3.0707,172.7902,79.45,81,95,11.86,overcast clouds
37,Zhuhai,CN,22.2769,113.5678,64.4,94,49,3.44,mist
38,Bethel,US,41.3712,-73.414,28.99,26,1,16.11,clear sky
39,Port Alfred,ZA,-33.5906,26.891,69.01,94,92,5.99,overcast clouds
40,Dwarka,IN,22.2394,68.9678,68.83,69,0,13.42,clear sky
41,Eureka,US,40.8021,-124.1637,50.0,71,0,4.0,clear sky
42,Port Elizabeth,ZA,-33.918,25.5701,68.0,88,40,23.02,scattered clouds
43,Punta Arenas,CL,-53.15,-70.9167,59.0,47,0,29.93,clear sky
44,Hambantota,LK,6.1241,81.1185,75.2,100,0,8.05,clear sky
45,Ponta Do Sol,PT,32.6667,-17.1,61.0,78,100,1.99,overcast clouds
46,Mar Del Plata,AR,-38.0023,-57.5575,82.4,69,0,16.11,clear sky
47,Jamestown,US,42.097,-79.2353,21.99,73,90,16.11,light snow
48,Chicama,PE,-7.8447,-79.1469,73.4,83,40,9.22,scattered clouds
49,Koutsouras,GR,35.0339,25.9469,59.0,59,14,18.21,few clouds
50,Iwanai,JP,42.9744,140.5089,15.51,94,19,5.84,few clouds
51,Thiers,FR,45.8333,3.5,41.0,65,75,12.66,broken clouds
52,Chinsali,ZM,-10.5414,32.0816,65.05,94,100,2.15,light rain
53,Nova Olimpia,BR,-14.7972,-57.2881,90.14,52,89,4.9,overcast clouds
54,Diffa,NE,13.3154,12.6113,68.94,20,46,8.57,scattered clouds
55,Westport,US,41.1415,-73.3579,33.8,27,1,21.85,clear sky
56,Padang,ID,-0.9492,100.3543,75.2,88,75,1.14,broken clouds
57,Timra,SE,62.487,17.3257,30.2,100,40,6.91,scattered clouds
58,Novobirilyussy,RU,56.9514,90.6661,-4.52,91,98,5.23,overcast clouds
59,Lebu,CL,-37.6167,-73.65,65.39,76,6,18.32,clear sky
60,Vaini,TO,-21.2,-175.2,78.8,94,75,4.61,moderate rain
61,Atar,MR,20.5169,-13.0499,69.64,19,99,8.43,overcast clouds
62,Oro Valley,US,32.3909,-110.9665,66.0,40,0,13.0,clear sky
63,Busselton,AU,-33.65,115.3333,61.0,88,38,4.47,scattered clouds
64,Dingle,PH,10.9995,122.6711,74.41,86,100,1.41,overcast clouds
65,New Norfolk,AU,-42.7826,147.0587,57.0,75,5,2.53,clear sky
66,Cape Town,ZA,-33.9258,18.4232,68.0,94,75,14.97,broken clouds
67,Antofagasta,CL,-23.65,-70.4,73.99,73,0,13.8,clear sky
68,Pisco,PE,-13.7,-76.2167,80.6,57,0,11.5,clear sky
69,Pangai,TO,-19.8,-174.35,81.81,74,100,8.46,light rain
70,Bengkulu,ID,-3.8004,102.2655,76.71,82,92,4.47,overcast clouds
71,Oxford,GB,51.7522,-1.256,30.99,93,40,2.3,scattered clouds
72,Pangnirtung,CA,66.1451,-65.7125,14.0,79,20,2.91,few clouds
73,Avarua,CK,-21.2078,-159.775,84.2,65,46,8.05,scattered clouds
74,Gottmadingen,DE,47.7351,8.7769,36.0,94,100,1.01,light snow
75,Lafia,NG,8.4833,8.5167,81.63,16,99,5.14,overcast clouds
76,Olafsvik,IS,64.8945,-23.7142,29.86,91,74,34.14,broken clouds
77,Chumikan,RU,54.7183,135.315,-8.32,87,100,11.79,overcast clouds
78,Beni Mazar,EG,28.4962,30.8029,51.19,50,0,7.58,clear sky
79,Galegos,PT,41.5627,-8.572,55.4,94,75,8.05,broken clouds
80,Laguna,US,38.421,-121.4238,53.01,81,20,9.22,few clouds
81,Yellowknife,CA,62.456,-114.3525,-20.99,69,20,5.75,few clouds
82,Hithadhoo,MV,-0.6,73.0833,82.18,69,100,5.1,overcast clouds
83,Chuy,UY,-33.6971,-53.4616,79.65,67,1,12.71,clear sky
84,Tuktoyaktuk,CA,69.4541,-133.0374,-20.2,76,1,16.11,snow
85,Souillac,MU,-20.5167,57.5167,78.8,83,40,5.75,scattered clouds
86,Bellview,US,30.4616,-87.315,66.2,39,20,5.75,few clouds
87,Tiksi,RU,71.6872,128.8694,-42.34,79,35,5.32,scattered clouds
88,Bintulu,MY,3.1667,113.0333,77.0,94,20,3.44,few clouds
89,Lishui,CN,28.4604,119.9103,49.28,80,96,4.09,overcast clouds
90,Yabrud,SY,33.9674,36.6574,35.01,55,0,8.05,light snow
91,Merauke,ID,-8.4667,140.3333,78.75,87,76,9.69,broken clouds
92,Kapaa,US,22.0752,-159.319,72.0,94,90,20.71,moderate rain
93,Hami,CN,42.8,93.45,24.62,79,100,5.1,light snow
94,Tilichiki,RU,60.4667,166.1,-10.93,90,1,7.7,clear sky
